Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2020-01-03,-0.016144848379745058,-0.00645035794694182,-0.0029713473143396785,-0.01061793064592842,-0.0019272291898443372,-0.011243071901071877,-0.001600213049267607,0.0073260292392181015,0.0020372150173404435,-0.00871419212107194,-0.008510189982336103
2020-01-06,-0.004353644866517792,0.013355333547447001,0.007781527876048688,-0.0006502075111965988,0.0003620911400179505,0.0023821690585208444,0.0020837605593739816,0.00025974745828416523,0.0009383524713615365,0.006222642195262473,0.0027817030117640584
2020-01-07,-0.0011772937864265032,0.0012816883451014505,-0.002628525320433117,-0.006508311971401559,-0.002051006056010496,-0.00043223412878390377,-0.007678656151059449,-0.010906200462890148,-0.001406209187176266,-0.0019631602985712426,-0.0015848810932604929
2020-01-08,0.0035360443222889337,0.007129632357273374,-0.016471779905102846,0.0065509475819733876,0.0033850346836952205,0.010700773485759152,0.0037079121463163833,0.0049881418927399945,-0.00046925353097915234,0.006491583879938645,0.0030162959516670806
2020-01-09,0.003691220482151092,0.005264051174647566,0.007369077364742571,0.0061828583202150345,0.0042172708898713385,0.011335689499358814,0.007067155437153527,-0.0002612402540944636,0.005478958405876755,0.004299946351904893,0.005302054384309862
2020-01-10,-0.00401189875771224,-0.0039724464538077875,-0.0056524150800856265,-0.007438474332319589,-0.007079258634422381,-0.002326335836589144,-0.0006381080806618922,0.009668053090407636,0.0026468270431043717,0.0002918544109968835,-0.005431657329733719
2020-01-13,0.012923571436275871,0.009427145463975828,0.0003340831190652427,0.0068424642625510845,0.008217824106966809,0.012506358805279172,0.006543279342645647,0.012163600289408771,0.006055652598466743,-0.0035019639662117186,0.0031661286790019005
2020-01-14,-0.004142431608987307,-0.0025142406835412245,0.00016714868535361305,-0.0019417037507771795,0.00011955679063002655,-0.004710532394103906,0.0003171471725393893,-0.004858227393623293,0.002932724769973527,0.006052178239108752,-0.00031560094531024596
2020-01-15,0.0068218725361459676,0.0048612028345422775,-0.007352824401779756,-0.005512426813502946,0.001557966970538116,0.0011570556224373973,0.007132564380402773,0.006937263416744388,0.014004087946448252,0.008635637363987758,-0.0022887343101872792
2020-01-16,0.005949439218959407,0.007704885065892508,0.0016834225379904755,0.008803539411739614,0.009931947728447632,0.013446896399822661,0.002675671230982557,0.008931099177572843,0.0062229588584725715,0.005195196343906305,0.008938968696139638
2020-01-17,0.004435812722861421,0.00782347222173474,-0.00638654974865227,0.002908927387655913,0.00011848044953510772,0.006737709238721523,0.0017265777996680054,0.00126469406634655,0.006937726147269396,0.0,0.003528271518399295
2020-01-21,-0.010794947502078545,-0.0008820956961889115,-0.017929304149574166,-0.008379026055557515,-0.011017475681147193,-0.0004118571246409797,0.0034471342085919954,0.010103373014044292,0.009137330752764017,0.0010525441276600933,-0.0030470259212020956
2020-01-22,-0.003968118193477643,-0.0005298954130577016,-0.0096457627155635,0.0029248605198071154,-0.0052709920972238145,0.003605214027154524,0.0007805813314682997,-0.008001875809621528,0.0031171593050236535,0.001242869804786162,-0.0004702736011104047
2020-01-23,-0.0011621209176146952,-0.0040636177457690215,-0.0038258574191536443,-0.002592523569883598,0.010838082007837757,0.004721410673736992,-0.0009358146880604767,0.00957905843728657,0.008878377901622603,-0.005060825422504744,0.0014897327977594355
2020-01-24,-0.007146529742364738,-0.012063219273022341,-0.011522588367382625,-0.012670211784956864,-0.004645960638292035,-0.004699223708760192,-0.006871794914439344,-0.001498283968350056,0.0026397924341359236,-0.016698466919836896,-0.013935640721674414
2020-01-27,-0.0215933370205178,-0.015622011569899286,-0.027728318376730066,-0.015465843967114035,-0.018911059610349557,-0.02381195626948951,-0.003145466833777366,-0.00425094959974448,-0.0024865843974446467,-0.0076129714968647955,-0.014926665950042106
2020-01-28,0.011291607327846176,0.011492052541606013,0.0045412892402951766,0.011697975888193657,0.006465823976207874,0.01913565629456926,0.0012621148077194277,0.002510790191898815,0.004106098938752023,0.004917648407074537,0.009752736381247962
2020-01-29,0.0032143808971780707,-0.0016230797715265366,-0.010488245867537715,-0.0016520673528775953,0.005333099171687117,0.002579173740934637,-0.0050416760752133305,-0.005260090411998375,0.0026288788704487143,-0.002740413305120315,-0.0005587061154646022
2020-01-30,-0.006239390741845208,-0.010115605674536732,0.008040806634997066,0.012574547312919737,0.0010857008990960981,0.008643825828671625,0.011876476048906293,0.0022663780535878697,0.009322624234791022,-0.00726188307018516,-0.0016773754250576367
2020-01-31,-0.022060185092624418,-0.016240785913865574,-0.03118200147372474,-0.020914886089472562,-0.02312429493872925,-0.02744342912430442,-0.01126746988688021,-0.014321541059606702,-0.0044736663952816835,-0.01996832098663881,0.002560209721217177
2020-02-03,0.02099595853279057,0.011871656683076992,-0.013099008201665319,0.007009257917500067,-0.0003701685645420838,0.013217397215877336,0.0,0.0010197737917783112,0.0031892809014475443,0.009078076848024752,0.0071018479708178095
